_r,_RAJ2000,_DEJ2000,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,BP-RP,BP-G,G-RP
3.4292,132.8102648415764,11.7447211286076,1.1775,-11.086,-2.705,15.467181,15.915964,14.849227,1.066737,0.448783,0.617954
3.4672,132.8665021740698,11.7589165690699,-0.9864,-0.376,-2.504,20.281103,20.476686,19.776281,0.700405,0.195583,0.504822
3.4753,132.8067357339422,11.8550915067597,1.1548,-10.991,-3.118,13.462174,13.743686,13.018177,0.725509,0.281511,0.443997
3.4776,132.8178466240524,11.7424829019478,1.1728,-11.026,-2.85,13.301689,13.602995,12.836152,0.766843,0.301306,0.465537
3.4881,132.8439341815719,11.8550970828145,0.4318,-2.385,1.851,16.026674,16.356855,15.530114,0.826741,0.330181,0.49656
3.4957,132.8477821707102,11.7461659383719,1.1787,-11.298,-2.412,17.512157,18.514297,16.493532,2.020765,1.00214,1.018625
3.4962,132.7718408454095,11.8261464219579,1.1705,-10.731,-3.081,13.612037,13.908195,13.154003,0.754191,0.296158,0.458034
3.4969,132.7798310620629,11.7620566388536,0.8154,12.566,-20.293,15.649161,16.057228,15.069955,0.987273,0.408067,0.579206
3.499,132.8102747336925,11.7435204360466,1.2567,-10.747,-3.35,15.077661,15.479432,14.502608,0.976824,0.401772,0.575052
3.5037,132.8424165704125,11.7441689076235,0.6072,-1.394,-4.919,17.235071,17.625465,16.671072,0.954393,0.390394,0.563999
3.5089,132.8238433647828,11.7415448812521,1.093,-10.818,-3.239,14.99642,15.492379,14.323536,1.168843,0.495959,0.672884
3.509,132.8655986883681,11.7570967569377,,,,21.00161,21.55421,19.873014,1.681196,0.552601,1.128595
3.5215,132.8850087741068,11.8003401953608,1.3355,-11.116,-2.535,12.552402,12.964187,11.977569,0.986618,0.411784,0.574834
3.5345,132.8851935046986,11.7978817650864,1.2061,-11.541,-2.307,12.479906,12.794325,12.003352,0.790973,0.314419,0.476554
3.5407,132.8849624559875,11.8060779348053,0.2226,1.801,-8.975,18.04454,18.097515,17.429968,0.667547,0.052975,0.614572
3.5424,132.8688389796062,11.759416699684,1.112,-10.876,-3.114,15.490891,16.02723,14.798805,1.228424,0.536338,0.692086
3.5528,132.8392307679231,11.8575761538457,0.9087,-11.344,-2.858,17.736376,18.90862,16.695963,2.212658,1.172245,1.040413
3.5804,132.8340684629207,11.7410005167644,1.1039,-2.421,-2.599,20.732927,20.73015,20.151346,0.578804,-0.002777,0.581581
3.5862,132.8857273702209,11.8067037084382,1.1561,-11.163,-3.021,14.014697,14.328153,13.5367,0.791452,0.313456,0.477997
3.6184,132.7697292639205,11.8266502888527,0.1204,0.397,0.515,15.409091,15.90753,14.751292,1.156238,0.498439,0.657799
3.6221,132.8082267959331,11.8580938871515,1.1327,-10.961,-3.414,17.45398,18.500809,16.453196,2.047613,1.046829,1.000784
3.635,132.8841468408134,11.7820182725117,1.1406,-11.304,-3.213,15.925077,16.486528,15.21724,1.269288,0.561451,0.707837
3.6411,132.8295969838936,11.8605332655632,0.0917,-1.948,-3.363,19.015924,19.429539,18.452694,0.976845,0.413614,0.56323
3.6485,132.843357318059,11.8581215441685,1.1554,-10.972,-2.958,13.148642,13.441898,12.694894,0.747004,0.293257,0.453748
3.6506,132.8681175886843,11.7561801456782,,,,21.08392,20.283833,19.915041,0.368792,-0.800087,1.168879
3.6724,132.885810888763,11.8144732449244,1.1226,-11.178,-3.111,11.031843,11.129699,10.845269,0.28443,0.097856,0.186574
3.6853,132.7650663725037,11.7819892733524,1.1458,-10.981,-2.531,19.300303,20.778603,18.183952,2.59465,1.4783,1.11635
3.6867,132.8766831756715,11.83495944207,1.1885,-10.738,-2.844,15.435865,16.013617,14.715879,1.297738,0.577751,0.719987
3.6885,132.7637786069097,11.7863536037841,0.5285,-1.863,-3.668,18.455019,19.415567,17.528336,1.887232,0.960548,0.926683
3.6908,132.7830745600194,11.7543758619475,1.764,-12.677,-32.634,19.33197,20.201485,18.305933,1.895552,0.869514,1.026037
3.6953,132.7857009284365,11.8480726054037,1.1602,-11.035,-2.836,13.643402,13.93645,13.190079,0.746371,0.293048,0.453323
3.705,132.8707959474984,11.8425353699267,1.1787,-11.006,-3.035,10.236862,10.792387,9.534445,1.257942,0.555525,0.702417
3.7283,132.8849161375254,11.7793599984453,1.0839,-10.605,-2.787,14.407771,14.76915,13.874743,0.894406,0.361379,0.533028
3.7286,132.8839473161818,11.7768296086584,1.3298,-10.724,-3.412,17.719164,18.872446,16.68363,2.188816,1.153282,1.035534
3.7343,132.8802700907046,11.8308705575885,1.1201,-10.914,-3.051,16.10769,16.82699,15.291208,1.535782,0.719299,0.816483
3.7378,132.8062175741328,11.7404693873582,1.1566,-12.055,5.756,19.689962,21.114107,18.487913,2.626194,1.424145,1.202049
3.7557,132.8745099297114,11.8396949205295,1.0648,-11.203,-2.916,14.182933,14.57405,13.629107,0.944943,0.391117,0.553825
3.7626,132.8723101031627,11.7576797421793,1.1971,-10.769,-2.838,12.669828,13.133375,12.048297,1.085078,0.463547,0.621532
3.7894,132.8819757708304,11.7703682751408,0.3912,-1.452,-2.501,19.751938,20.767479,18.834663,1.932816,1.015541,0.917274
3.7936,132.883995461619,11.7741723452238,1.1984,-10.636,-2.947,15.982876,16.620945,15.213688,1.407257,0.638069,0.769188
3.8119,132.8406458708646,11.8616827378523,1.1358,-10.99,-2.566,13.88508,14.224753,13.378167,0.846586,0.339673,0.506913
3.8196,132.7819971649845,11.7522477745379,,,,21.21293,19.893053,18.333944,1.559109,-1.319878,2.878986
3.8198,132.8884422880024,11.8142607457789,1.1513,-11.559,-2.453,12.55852,12.859772,12.093612,0.76616,0.301251,0.464909
3.8244,132.7701136614066,11.7658003026731,1.1298,-11.18,-2.785,13.367362,13.674554,12.895129,0.779425,0.307192,0.472233
3.8417,132.8056454440475,11.8611590705628,1.1504,-11.098,-2.788,13.129307,13.670578,12.434709,1.235869,0.541271,0.694598
3.8428,132.7596350216644,11.7977384430359,0.6904,-5.262,5.79,15.36445,15.667892,14.891493,0.7764,0.303442,0.472958
3.8587,132.8103473046335,11.8626925567929,,,,20.934443,22.666458,19.734175,2.932283,1.732016,1.200268
3.8892,132.8801552075756,11.7640714850302,1.1496,-11.359,-3.115,12.476053,12.772129,12.02049,0.751639,0.296076,0.455564
3.9158,132.7650609873245,11.7714688566174,0.64,-5.385,1.596,15.985376,16.348568,15.454515,0.894053,0.363192,0.530862
3.9361,132.7597706355816,11.8148653306786,1.1613,-10.991,-2.791,16.008108,16.561281,15.299606,1.261675,0.553173,0.708502
3.9456,132.7587591059858,11.8109672665163,,,,21.672148,20.576782,19.266281,1.310501,-1.095365,2.405867
3.9698,132.8732215154575,11.7535923521825,-0.8687,-13.401,-2.613,20.773432,21.229393,19.46383,1.765562,0.455961,1.309601
3.9825,132.8923418949364,11.7919447513826,1.4032,-7.561,4.748,20.722599,21.425045,19.637917,1.787128,0.702446,1.084682
3.9901,132.8428616281454,11.735839709687,1.1478,-10.666,-3.033,16.039473,16.596367,15.337484,1.258882,0.556894,0.701988
3.9986,132.8010384994376,11.7376561793362,0.136,-4.154,-6.41,19.664354,20.204153,19.060905,1.143248,0.539799,0.603449
4.0077,132.8883727181993,11.7751524246306,1.3456,-9.511,-4.161,19.117764,20.111052,17.671068,2.439983,0.993288,1.446695
4.0155,132.8143264475706,11.8661104009349,1.1257,-10.858,-2.846,14.823226,15.201097,14.279293,0.921804,0.377872,0.543933
4.0203,132.7588400391659,11.8170319965401,1.2799,-10.812,-3.078,13.173609,13.47028,12.676565,0.793714,0.296671,0.497044
4.0225,132.8407004424533,11.734746657968,1.1456,-10.87,-2.942,14.00755,14.349999,13.497035,0.852964,0.342449,0.510515
4.0263,132.8839576359917,11.834345784853,1.0569,-11.162,-3.24,12.486162,12.785299,12.02574,0.75956,0.299137,0.460423
4.0296,132.7564977022621,11.7972812602377,1.1193,-11.036,-3.472,13.358971,13.663722,12.89034,0.773382,0.304751,0.468631
4.037,132.7566643042628,11.8072510620804,,,,21.262257,20.547705,20.709482,-0.161777,-0.714552,0.552774
4.0691,132.8488497820733,11.7363216703795,1.0961,-11.422,-2.804,19.27892,20.478254,18.156773,2.321482,1.199335,1.122147
4.0712,132.8391620015484,11.7335806563538,1.2331,-11.136,-2.996,16.618692,17.287033,15.825414,1.461619,0.668341,0.793279
4.073,132.886279486549,11.8318047150226,0.5498,1.608,-7.063,19.715137,20.427425,18.75904,1.668385,0.712288,0.956097
4.0778,132.874016782816,11.7518345342322,1.0125,-10.958,-2.61,17.225681,18.021715,16.340746,1.680969,0.796034,0.884935
4.0799,132.8036236048378,11.8647146511685,0.6381,-3.04,-4.465,18.358807,19.407312,17.337461,2.069851,1.048506,1.021345
4.085,132.8921678241547,11.7821648442443,1.1428,-10.751,-3.074,14.028581,14.344998,13.549036,0.795962,0.316418,0.479545
4.0886,132.8212653712996,11.8680567049328,1.0181,-11.451,-3.193,16.950493,17.754972,16.086416,1.668556,0.80448,0.864077
4.0999,132.8859516436337,11.7666217387239,1.5135,-10.93,-2.688,18.238626,19.599989,17.126713,2.473276,1.361363,1.111914
4.113,132.7551368618785,11.8050930632131,0.6062,4.552,-14.122,19.73459,20.06113,18.949244,1.111887,0.32654,0.785347
4.1238,132.8232872664848,11.7313177812475,-0.0859,-0.681,-5.994,20.052446,20.46676,19.439745,1.027016,0.414314,0.612701
4.125,132.7550782964061,11.8059621746696,1.1689,-10.958,-2.804,16.365776,16.988796,15.61235,1.376446,0.62302,0.753426
4.1523,132.8794693630949,11.8441966651274,0.9798,-10.915,-2.901,18.899218,20.032257,17.782984,2.249273,1.133039,1.116234
4.1669,132.7842851110281,11.7431293168117,,,,20.870388,21.694302,19.68073,2.013571,0.823914,1.189657
4.1676,132.8533393461735,11.863713305863,1.1776,-11.04,-2.529,18.32361,19.451448,17.298239,2.15321,1.127838,1.025372
4.1731,132.8814564280839,11.8423111292005,0.983,-10.998,-2.786,19.10272,20.27067,17.984772,2.285898,1.16795,1.117949
4.1928,132.8765348744359,11.7516810593015,0.9234,-0.493,-8.01,18.317242,19.184372,17.385302,1.79907,0.86713,0.93194
4.1985,132.8320421221335,11.8696536749069,1.1417,-11.141,-3.319,13.745495,14.07197,13.252782,0.819188,0.326475,0.492713
4.1994,132.8939925586147,11.8185764803884,1.1402,-11.07,-3.139,15.193318,15.719749,14.519032,1.200718,0.526431,0.674287
4.2013,132.8707785342033,11.8538612746568,1.0553,-10.897,-2.952,17.047455,17.841768,16.186275,1.655493,0.794313,0.861179
4.2016,132.8607401050056,11.7393797614208,0.5223,-2.993,-10.342,15.1508,15.460572,14.669167,0.791406,0.309773,0.481633
4.2082,132.8903496684801,11.771155105402,1.1269,-10.727,-2.947,17.483412,18.393568,16.571665,1.821903,0.910156,0.911747
4.2245,132.7804050156427,11.7447596359127,,,,20.961615,21.259382,19.998373,1.261009,0.297768,0.963242
4.233,132.8968908985743,11.7943735804685,1.0405,-10.881,-2.802,18.557055,19.779646,17.505602,2.274044,1.222591,1.051453
4.2341,132.7635689789299,11.7631694086713,1.2118,-11.052,-2.852,12.504823,12.817808,12.030886,0.786922,0.312985,0.473937
4.251,132.7529211843166,11.8064943098743,0.1696,0.45,-2.735,19.105976,19.846415,18.428791,1.417623,0.740438,0.677185
4.2571,132.8889856989193,11.766589882895,1.1917,-11.091,-2.365,14.979486,15.391625,14.401373,0.990252,0.412139,0.578114
4.2777,132.7565050225955,11.8242301045166,1.4042,0.308,4.713,14.593082,14.983536,14.01546,0.968076,0.390453,0.577622
4.2817,132.8830435246242,11.7568406802535,0.9446,-0.026,-3.116,19.164436,19.876598,18.308353,1.568245,0.712162,0.856083
4.2832,132.8973068623388,11.8092988006177,,,,21.07964,19.91235,18.15936,1.752989,-1.16729,2.920279
4.2985,132.8748494740042,11.8525173766156,1.1615,-11.075,-3.084,13.943488,14.260462,13.463041,0.79742,0.316974,0.480447
4.3014,132.7533552817591,11.8146654554874,1.1297,-10.813,-2.732,14.453478,14.799417,13.943151,0.856265,0.345939,0.510326
4.3241,132.7564564456181,11.8262017526988,1.2268,-11.529,-3.312,12.506425,12.820782,12.030207,0.790575,0.314357,0.476218
4.3259,132.774788958103,11.8527421719524,0.6727,-1.193,1.464,13.180007,13.470772,12.717324,0.753448,0.290765,0.462683
4.3405,132.8928309104954,11.8288517770104,1.1582,-11.001,-3.025,12.715951,12.990767,12.286219,0.704548,0.274816,0.429732
4.3438,132.7892339532812,11.8634088775448,-0.506,4.257,-6.123,20.742432,21.784203,19.539892,2.24431,1.041771,1.202539
4.3559,132.7681784159937,11.8466290587916,0.7518,-7.903,-1.803,17.357368,18.029324,16.574465,1.454859,0.671955,0.782904
4.3567,132.7825418862705,11.7404829539757,1.739,-8.251,1.2,20.681461,21.564861,19.572327,1.992535,0.8834,1.109135
4.3586,132.8416309791992,11.7292057678542,1.191,-11.027,-2.758,16.311075,16.918774,15.574337,1.344437,0.607698,0.736738
4.3653,132.7579795385883,11.8314584607567,1.0619,-4.239,-7.634,17.072771,17.80776,16.250296,1.557465,0.734989,0.822475
4.3809,132.7600005081714,11.8361556849393,0.1993,15.313,-47.278,19.851673,20.6531,19.068201,1.584898,0.801426,0.783472
4.3827,132.8861675114141,11.8419312631207,1.0669,-10.922,-3.248,15.50867,15.964196,14.884211,1.079986,0.455526,0.624459
4.3877,132.8675813932969,11.7399164052248,,,,20.942308,20.877968,19.522457,1.355511,-0.064341,1.419851
4.4104,132.8822969623538,11.75244937258,1.1215,-10.749,-2.866,15.260983,15.694745,14.661796,1.032949,0.433762,0.599188
4.4251,132.7497942422694,11.7955869511749,-2.2748,-0.437,-2.836,20.539845,20.714201,20.15421,0.559992,0.174356,0.385635
4.4257,132.9003138891556,11.7964023801344,1.1676,-10.958,-2.702,14.304262,14.64014,13.803463,0.836677,0.335877,0.500799
4.4277,132.8248850143698,11.8738035454212,0.3815,-3.173,-2.01,18.115189,18.591806,17.460812,1.130995,0.476618,0.654377
4.4457,132.8993224388637,11.8143217447686,1.1516,-11.095,-2.924,13.462918,13.759935,13.006516,0.75342,0.297017,0.456403
4.4572,132.8857388803529,11.8446206862481,1.1772,-10.66,-3.043,12.182929,12.304602,11.966126,0.338475,0.121673,0.216803
4.4576,132.8625500478556,11.8646061789153,1.1613,-10.91,-2.674,10.931228,10.968402,10.845841,0.122561,0.037174,0.085386
4.4667,132.8369853120394,11.7264662506646,1.0162,-5.011,3.439,19.612345,20.73215,18.606031,2.126118,1.119804,1.006313
4.4747,132.8661231120557,11.8628257087137,1.1586,-10.549,-2.694,14.422542,14.829265,13.844471,0.984794,0.406723,0.578071
4.4977,132.8926920217882,11.7648792965425,1.0654,-10.81,-2.814,14.711714,15.157405,14.099695,1.05771,0.445691,0.612019
4.5196,132.8763441052178,11.8561704604068,1.1884,-11.067,-2.899,14.705593,15.085048,14.158219,0.926828,0.379455,0.547374
4.5224,132.7568601594571,11.8350224357616,1.0806,-11.959,-2.388,19.757383,20.8049,18.592316,2.212584,1.047516,1.165068
4.5324,132.8940048270969,11.8339367478292,1.9501,-10.495,-3.747,19.83932,20.951735,18.690905,2.26083,1.112415,1.148415
4.5382,132.7868754833983,11.7342149604588,1.0719,0.024,-0.382,20.722343,21.322187,19.922203,1.399984,0.599844,0.80014
4.5435,132.8744131060393,11.8583218204286,1.1175,-11.19,-2.577,13.17651,13.42823,12.769855,0.658376,0.25172,0.406655
4.5445,132.8439891506322,11.7266129912552,0.1775,-0.338,-8.612,18.579037,18.848572,18.130682,0.71789,0.269535,0.448355
4.5675,132.7772331704247,11.7399357785631,0.3614,0.803,-1.68,19.84164,20.057837,19.389828,0.668009,0.216196,0.451813
4.5708,132.9010743963774,11.8160786829685,,,,20.855946,20.938736,19.617813,1.320923,0.08279,1.238133
4.5765,132.7930289711998,11.7304596133914,0.8883,-1.426,-3.096,18.57145,19.563734,17.618734,1.945,0.992285,0.952715
4.5811,132.8967178433729,11.7699496439499,0.2939,-4.002,-0.859,16.52236,16.876583,15.993111,0.883472,0.354223,0.529249
4.5815,132.8264020084869,11.723666833529,1.1332,-11.315,-3.106,13.27827,13.571301,12.823094,0.748207,0.293032,0.455175
4.59,132.7476342129999,11.810835476676,,,,21.227507,20.454363,18.99127,1.463093,-0.773144,2.236237
4.5987,132.8967039984086,11.8309162521891,1.5928,-10.02,-3.256,19.686945,20.915152,18.510252,2.4049,1.228207,1.176693
4.609,132.7899401641935,11.7313915283944,6.9569,14.282,-32.59,20.673866,20.598751,20.159966,0.438786,-0.075115,0.513901
4.6139,132.8077498637087,11.7249785959784,,,,20.895027,20.149641,19.780437,0.369204,-0.745386,1.11459
4.6167,132.7646437187501,11.7507840396579,1.0693,-11.054,-3.111,11.260444,11.400977,11.006912,0.394065,0.140533,0.253531
4.62,132.7859144484503,11.7331772060417,0.3707,-0.441,1.137,18.42255,18.886606,17.848143,1.038464,0.464056,0.574408
4.6224,132.9031704107296,11.7910660339883,,,,17.825106,18.47974,16.400135,2.079605,0.654635,1.424971
4.6326,132.9032810724226,11.791197077482,1.0041,15.899,-15.407,18.621359,,,,,
4.6343,132.9000428715907,11.7760007047337,1.1464,-11.095,-2.63,12.513201,12.871524,11.988874,0.882649,0.358323,0.524326
4.6379,132.8862505284821,11.8487959031923,,,,21.098366,22.31095,19.781769,2.52918,1.212584,1.316597
4.638,132.8601340405215,11.73076056598,1.0961,-11.093,-2.58,11.249742,11.298033,11.15121,0.146823,0.04829,0.098533
4.6718,132.7459347750377,11.8080993204341,1.1313,-11.108,-2.403,15.859119,16.401138,15.167948,1.233191,0.542019,0.691172
4.6813,132.7547913989928,11.7630717924332,,,,21.015802,21.34133,19.4402,1.901129,0.325527,1.575602
4.685,132.7454695130816,11.8053630140038,1.1201,-11.368,-4.02,13.637011,13.935879,13.17491,0.760969,0.298868,0.462101
4.6869,132.754409983267,11.8363646012904,1.1952,-10.769,-2.95,12.544513,12.919089,12.004771,0.914318,0.374577,0.539741
4.6983,132.7815058923416,11.8657041973513,1.1233,-11.13,-2.955,14.714022,15.084615,14.176814,0.907801,0.370593,0.537208
4.7203,132.840639742219,11.8771867592682,1.1214,-11.074,-2.053,11.133349,11.454284,10.644741,0.809543,0.320934,0.488608
4.7239,132.8829882103058,11.8546288275149,1.1551,-10.961,-3.026,13.85127,14.16859,13.367574,0.801016,0.31732,0.483696
4.7387,132.7585400833249,11.7553104320435,1.1186,-10.839,-2.939,14.785978,15.164662,14.244586,0.920076,0.378684,0.541392
4.7412,132.7459891928242,11.8159880197849,1.1448,-11.02,-2.706,13.40965,13.696637,12.953093,0.743545,0.286987,0.456557
4.7444,132.7460876112644,11.8167006774422,1.094,-11.148,-2.841,16.072231,16.4527,15.320887,1.131813,0.380468,0.751345
4.7497,132.8004548859955,11.8754292441993,,,,21.062077,21.10511,20.56408,0.541031,0.043034,0.497997
4.7547,132.895180601829,11.7604355262602,1.304,-11.101,-3.009,17.30213,18.199986,16.359018,1.840967,0.897856,0.943111
4.7622,132.9016394196768,11.8260789297392,1.0869,-10.745,-2.842,16.68003,17.537863,15.769204,1.768659,0.857832,0.910827
4.7878,132.7435508687756,11.8018578270305,1.209,-10.872,-2.831,15.468982,15.932068,14.841591,1.090477,0.463086,0.627391
4.792,132.8700132048987,11.8666604517631,1.1533,-11.028,-2.858,12.497738,12.842087,11.990256,0.851831,0.344349,0.507482
4.7952,132.8882480962694,11.8506189696407,0.9414,-10.739,-3.32,18.984114,20.129284,17.893824,2.23546,1.14517,1.09029
4.797,132.8409952858224,11.7216006096376,1.1321,-11.013,-2.766,14.33254,14.667156,13.835148,0.832008,0.334617,0.497392
4.7973,132.8940779585637,11.7572767211919,1.3427,-5.122,6.191,19.847466,20.657957,18.735386,1.922571,0.810492,1.11208
4.8281,132.8339886630817,11.880005238369,1.1345,-11.103,-3.171,13.720304,14.016513,13.264818,0.751695,0.296208,0.455486
4.8285,132.9052103323399,11.7821510763549,1.1426,-11.203,-3.041,13.848256,14.174267,13.359042,0.815225,0.326011,0.489214
4.8294,132.7437701356104,11.8122109054635,1.1466,-11.157,-3.122,15.358693,15.809053,14.752244,1.056809,0.45036,0.606449
4.8563,132.8623741795022,11.8723141099305,1.8316,-11.284,-19.784,18.94149,20.156147,17.827381,2.328766,1.214657,1.114109
4.8584,132.8923657880912,11.8470012076102,,,,21.303576,20.5025,18.902407,1.600094,-0.801075,2.401169
4.8609,132.8967258224379,11.8404688196578,1.5181,-5.13,0.53,18.536537,19.717018,17.437185,2.279833,1.180481,1.099352
4.8615,132.9036677942361,11.8252135501749,,,,20.977003,20.768911,19.424833,1.344078,-0.208092,1.55217
4.8639,132.897804044341,11.8386853465516,-0.0047,-2.41,-4.57,19.644613,20.119816,19.060741,1.059074,0.475203,0.583872
4.8749,132.7596406649721,11.850084138417,1.0671,-2.556,-2.12,17.065437,17.530697,16.074217,1.45648,0.46526,0.99122
4.8813,132.9043965102309,11.7758180328314,0.7062,-10.984,-3.233,18.451387,19.762184,17.316462,2.445723,1.310797,1.134926
4.8833,132.8028879825441,11.8784574292515,1.1771,-10.89,-2.835,10.222875,10.768009,9.52899,1.239019,0.545135,0.693885
4.8865,132.8975268789996,11.8399926014001,1.7887,-8.636,-2.081,20.342201,21.351885,19.131983,2.219902,1.009684,1.210218
4.8986,132.896462441787,11.8421071736194,,,,21.369574,20.048433,18.303514,1.744919,-1.32114,3.066059
4.924,132.8877845260089,11.8544577385441,1.2079,-10.786,-2.323,15.021776,15.445477,14.430799,1.014677,0.4237,0.590977
4.925,132.8927354801069,11.8484721214342,1.1072,-10.674,-2.659,13.557446,13.839067,13.115232,0.723836,0.281621,0.442215
4.9302,132.7467988490536,11.7702783726356,1.2153,-10.91,-2.875,13.296779,13.612604,12.820325,0.792279,0.315825,0.476454
4.96,132.8987721942273,11.8402471876136,,,,21.347326,20.685,19.150778,1.534222,-0.662327,2.196549
4.9755,132.8679249471624,11.8715372204986,1.141,-11.152,-3.051,12.661663,12.955882,12.208599,0.747283,0.294219,0.453064
4.9779,132.787026348043,11.7258404518498,1.2116,12.47,-8.404,20.563084,21.541618,19.331413,2.210205,0.978535,1.23167
4.9806,132.8848716993833,11.741257185612,0.4013,-1.329,-10.002,20.265692,21.098963,19.099178,1.999785,0.833271,1.166513
